roundabout_id,osm_way_ids,latitude,longitude,municipality,city_code
2936,[115026012],40.49276567647058,-7.600426794117647,Gouveia,GVA
2937,[115026023],40.49674586363636,-7.602901072727272,Gouveia,GVA
2938,[115027335],38.06338275454546,-7.941559263636363,Beja,BJA
2939,"[115064564, 1385144503]",38.763638385,-9.13842793,Lisboa,LSB
2940,[115087125],40.501693490476185,-7.606351876190476,Gouveia,GVA
2941,[115194291],40.18232175294118,-8.671522994117646,Montemor-o-Velho,MMV
2942,[115219658],40.511840774999996,-7.631657820000001,Gouveia,GVA
2943,"[115219672, 1320159348]",40.512260854999994,-7.6324635999999995,Gouveia,GVA
2944,[115233609],38.75472513500001,-9.183438685,Lisboa,LSB
2945,[115303904],41.707799990909095,-8.810441231818182,Viana do Castelo,VCT
2946,[115395228],41.71016187142857,-8.775570404761904,Viana do Castelo,VCT
2947,[115397040],41.671242710526315,-8.708571831578945,Viana do Castelo,VCT
2948,[115406087],41.746289616666665,-8.688512179166667,Viana do Castelo,VCT
2949,"[115489458, 1456275568]",40.598113519047615,-7.815012066666666,Mangualde,MGL
2950,"[115525669, 660809025, 660809026, 660809027]",40.71674167619047,-7.912427947619046,Viseu,VIS
2951,"[115601660, 1334861155, 1334861156, 1334861188, 1348152524, 1348152558]",38.80068565217391,-9.102244578260871,Loures,LRS
2952,"[115662488, 1190350701, 1190350702]",40.58383082000001,-8.503860795,Águeda,AGD
2953,[115674087],37.678502180952385,-8.137646252380952,Castro Verde,CVR
2954,[115674092],37.67741707727272,-8.134928899999998,Castro Verde,CVR
2955,"[115686152, 813476909]",39.80387013333333,-8.59170392857143,Pombal,PBL
2956,"[115686272, 1214897645, 1214897646, 1214899486]",37.65137014444445,-8.22845665,Ourique,ORQ
2957,"[115686274, 1214899484, 1214899485, 1214903306, 1215583800]",37.652880784999994,-8.23326647,Ourique,ORQ
2958,[115711815],41.62163287,-8.79944501,Viana do Castelo,VCT
2959,"[115711826, 1530393252, 1530393253, 1530393254, 1530393255, 1530393256, 1530393257]",41.623708192,-8.796577376,Viana do Castelo,VCT
2960,[115711844],41.64451228,-8.817041645,Viana do Castelo,VCT
2961,"[115711853, 1530393265, 1530393266, 1530393267, 1530393268, 1530393269, 1530393270, 1530393271]",41.64780391363635,-8.805725890909091,Viana do Castelo,VCT
2962,"[115711878, 1530393258, 1530393259, 1530393260, 1530393261, 1530393262, 1530393263, 1530393264]",41.64251446923077,-8.804656123076922,Viana do Castelo,VCT
2963,[115732511],37.65457273,-8.223097359999999,Ourique,ORQ
2964,[115753761],37.65178354736842,-8.229180352631579,Ourique,ORQ
2965,[115843167],40.136792866666674,-7.513624886666665,Fundão,FND
2966,[115843184],40.14383378095238,-7.5021738904761905,Fundão,FND
2967,[115843193],40.139260968749994,-7.5054491062499995,Fundão,FND
2968,[115843205],40.135948750000004,-7.50686616111111,Fundão,FND
2969,[115843206],40.144965455000005,-7.49883415,Fundão,FND
2970,"[115861776, 1028336240, 1028336241, 1028336242]",41.17498799545455,-8.561509422727273,Gondomar,GDM
2971,[115913994],40.4241506375,-8.604236966666667,Cantanhede,CNT
2972,[115914486],40.42621729583333,-8.62275235,Cantanhede,CNT
2973,[115915417],40.44002515652174,-8.585175730434782,Cantanhede,CNT
2974,[115932850],40.23698510454546,-8.5512622,Coimbra,CBR
2975,"[116004367, 1467636064, 1467636065, 1467650127, 1467650128, 1467881414, 1472755143, 1473374940]",41.02476573809524,-8.629786000000001,Vila Nova de Gaia,VNG
2976,"[116004699, 1467636066, 1467636067, 1468060088, 1468066673]",41.024810741935475,-8.626931483870967,Vila Nova de Gaia,VNG
2977,[116040896],39.30883721923077,-7.641629050000001,Crato,CRT
2978,"[116073463, 1024720125]",38.726722031578944,-9.154180584210527,Lisboa,LSB
2979,"[116086126, 808910991, 808910992]",38.39596607083333,-7.963862704166666,Viana do Alentejo,VNT
2980,[116086141],38.38954176363636,-7.9680207454545435,Viana do Alentejo,VNT
2981,[116298795],40.53582154333334,-8.639566696666666,Vagos,VGS
2982,[116397674],39.20419655789474,-8.63543784736842,Almeirim,ALR
2983,[116401307],40.44611227916667,-8.5795857375,Cantanhede,CNT
2984,[116407080],39.81546410000001,-8.109031268181818,Sertã,SRT
2985,"[116407081, 874708987, 874708988]",39.81040074210526,-8.107410757894735,Sertã,SRT
2986,[116417811],37.600323025,-8.654751325,Odemira,ODM
2987,[116417830],37.60034167894737,-8.656257294736841,Odemira,ODM
2988,[116417847],37.60089134210526,-8.654473663157894,Odemira,ODM
2989,[116417870],37.5967703368421,-8.63869397368421,Odemira,ODM
2990,[116470320],38.538235325,-8.84513464375,Setúbal,STB
2991,[116475951],37.491296016666666,-8.497936316666667,Odemira,ODM
2992,[116496650],39.810492519047614,-8.097107442857142,Sertã,SRT
2993,"[116504465, 1354711543, 1354711544, 1354769263, 1354769264, 1428644363, 1428705909]",41.04092386818181,-8.570585295454546,Vila Nova de Gaia,VNG
2994,"[116504469, 1428705900, 1428705901]",41.007176057142864,-8.60427412857143,Espinho,ESP
2995,"[116504639, 1354711545, 1354711546, 1354769261, 1354769262, 1468554826, 1468559063]",41.043725685000005,-8.57130038,Vila Nova de Gaia,VNG
2996,"[116504642, 1428705902, 1428705903]",41.00700593043479,-8.605569891304349,Espinho,ESP
2997,"[116515620, 1349594486, 1349594487, 1349594504, 1364829520, 1364829522]",38.56046925454546,-8.775261081818183,Setúbal,STB
2998,[116622976],40.440515210526314,-8.601224299999998,Cantanhede,CNT
2999,[116771414],40.586290485,-8.729844114999999,Ílhavo,ILH
3000,[116772402],40.55124744761904,-8.686912728571428,Vagos,VGS
3001,[116818485],41.053519868181816,-8.60330735,Vila Nova de Gaia,VNG
3002,"[116818509, 1428644366, 1428705906, 1428705907]",41.04164601363636,-8.588643486363635,Vila Nova de Gaia,VNG
3003,[116844307],39.46394392173913,-8.657659199999998,Alcanena,ACN
3004,[116845111],39.47005993809525,-8.662767114285714,Alcanena,ACN
3005,[116845113],39.459655295000005,-8.666786114999997,Alcanena,ACN
3006,[116848992],39.46273028095237,-8.662831071428574,Alcanena,ACN
3007,[116848995],39.46118363913043,-8.661718908695653,Alcanena,ACN
3008,[116848997],39.46246985263158,-8.663657605263158,Alcanena,ACN
3009,[116882881],40.50677296,-8.536724889999999,Oliveira do Bairro,OBR
3010,[116883063],40.5042246368421,-8.579335136842108,Oliveira do Bairro,OBR
3011,[116883113],40.5003071625,-8.587779833333334,Oliveira do Bairro,OBR
3012,[116883819],40.51215512727273,-8.520336477272727,Oliveira do Bairro,OBR
3013,[116967721],39.457164272727276,-8.672910468181819,Alcanena,ACN
3014,"[117169195, 1364829517, 1364829518, 1364829523, 1364829524]",38.561796933333326,-8.771990876190475,Setúbal,STB
3015,"[117217862, 407101014, 407101016, 407101029]",41.0884771,-8.603597131578946,Vila Nova de Gaia,VNG
3016,"[117218010, 1411985785, 1411985786, 1411991887]",41.09638336923077,-8.58662653076923,Vila Nova de Gaia,VNG
3017,"[117383841, 1047000445, 1081839836, 1174454483, 1174454484, 1174454485, 1354711576, 1411985787]",41.09577936521739,-8.589394186956524,Vila Nova de Gaia,VNG
3018,"[117383890, 1354711577, 1354711578]",41.09959583333333,-8.58454028095238,Vila Nova de Gaia,VNG
3019,[117425281],41.12213800952381,-8.582935885714287,Vila Nova de Gaia,VNG
3020,"[117519361, 1320159333]",40.333760007407406,-7.86567704074074,Oliveira do Hospital,OHP
3021,[117519366],40.33650688076922,-7.874594457692306,Oliveira do Hospital,OHP
3022,[117519367],40.335559455,-7.879382930000001,Oliveira do Hospital,OHP
3023,[117528639],40.401908333333324,-7.847747842857142,Oliveira do Hospital,OHP
3024,[117593436],41.35748784705883,-6.713719152941176,Mogadouro,MGD
3025,[117626652],40.331696540909086,-7.96622365,Tábua,TBU
3026,[117626653],40.33033061818182,-7.965025281818183,Tábua,TBU
3027,[117629408],40.36602791363636,-8.0442707,Tábua,TBU
3028,[117655956],41.00183857894737,-8.534920115789474,Santa Maria da Feira,VFR
3029,[117692188],40.54027667777777,-7.265941866666667,Guarda,GRD
3030,[117791844],41.136427019047616,-8.534068271428572,Gondomar,GDM
3031,"[117793552, 1169591939]",41.13985445789473,-8.534754526315789,Gondomar,GDM
3032,"[117934215, 1317032644, 1317032645, 1317174804, 1317174805]",38.7630278076923,-9.2951089,Sintra,SNT
3033,"[117942072, 1468108956, 1468108960, 1546503064]",41.019352775,-8.541135090000001,Santa Maria da Feira,VFR
3034,"[117951551, 1472755144, 1472755145, 1473374938, 1473374939]",41.08203389047619,-8.62795767142857,Vila Nova de Gaia,VNG
3035,[117963423],40.917649685,-8.43126754,Oliveira de Azeméis,OAZ
3036,"[118005010, 750255766, 1080968389, 1341414786]",41.1097129148148,-8.632554318518517,Vila Nova de Gaia,VNG
3037,"[118005696, 1377474345, 1377474346, 1377474347, 1377474348]",41.107779199999996,-8.623236296666668,Vila Nova de Gaia,VNG
3038,[118041650],40.977639136363635,-7.614397113636364,Moimenta da Beira,MBR
3039,[118052326],40.97023090555555,-7.606570083333334,Moimenta da Beira,MBR
3040,[118059670],39.46656968095238,-8.685266599999999,Alcanena,ACN
3041,[118059671],39.459581180952384,-8.68660581904762,Alcanena,ACN
3042,[118059675],39.47658096,-8.668484255,Alcanena,ACN
3043,[118059676],39.45448301052632,-8.682951357894737,Alcanena,ACN
3044,"[118182220, 1354711547, 1354711548, 1354769259, 1354769260, 1468554827, 1468559062]",41.044337290909084,-8.56998165909091,Vila Nova de Gaia,VNG
3045,"[118236777, 1356513980, 1356513981, 1356719547, 1356719548, 1356719551]",38.603201961904766,-8.690217419047618,Palmela,PLM
3046,[118248802],40.63037573,-8.642953949999999,Aveiro,AVR
3047,[118295189],40.62549543181819,-8.635481072727272,Aveiro,AVR
3048,"[118312103, 1359078892, 1359078893, 1359078894]",41.010499683333336,-8.5735759625,Santa Maria da Feira,VFR
3049,[118324502],41.010089317391305,-8.535049299999999,Santa Maria da Feira,VFR
3050,[118400779],40.25371312,-8.48811209,Coimbra,CBR
3051,[118447562],40.52919991904762,-7.275026319047619,Guarda,GRD
3052,"[118447602, 629001186, 629001187]",40.528988822222225,-7.278187127777778,Guarda,GRD
3053,"[118467688, 1447217518, 1498254403]",41.41153834210527,-8.522483468421052,Vila Nova de Famalicão,VNF
3054,[118480876],39.66095855384616,-8.823580600000001,Batalha,BTL
3055,[118502195],40.75167033,-7.330238365000001,Trancoso,TCS
3056,[118502196],40.7546878375,-7.332121545833334,Trancoso,TCS
3057,[118650597],39.91719665238095,-8.954216371428572,Leiria,LRA
3058,[118656142],39.91858789230769,-8.941884900000002,Leiria,LRA
3059,[118711471],41.01243563809524,-8.474670042857142,Santa Maria da Feira,VFR
3060,[118711479],41.00692024285714,-8.483560542857143,Santa Maria da Feira,VFR
3061,[118711533],41.01012338000001,-8.482739060000002,Santa Maria da Feira,VFR
3062,"[118998884, 1320159329]",40.31407609166667,-8.008899600000001,Tábua,TBU
3063,[118998906],40.3288135,-8.042559272,Tábua,TBU
3064,[119000788],40.28149870000001,-8.084013308333333,Tábua,TBU
3065,[119055928],40.70052441904762,-8.483721485714284,Albergaria-a-Velha,ALB
3066,"[119058678, 1334586313, 1334586314, 1368501487]",40.70009960384615,-8.481342886538462,Albergaria-a-Velha,ALB
3067,[119059674],40.7385438,-8.471392319999998,Albergaria-a-Velha,ALB
3068,[119060027],40.375195588888886,-8.445568716666665,Mealhada,MLD
3069,[119075487],41.453705673684205,-8.16790757894737,Fafe,FAF
3070,[119217335],40.705005478260865,-8.488122113043477,Albergaria-a-Velha,ALB
3071,[119217370],40.68070565652174,-8.470728360869565,Albergaria-a-Velha,ALB
3072,"[119217372, 1342476688, 1342476689, 1342476690, 1342476691, 1345106683, 1345106684]",40.69114976190476,-8.473300138095238,Albergaria-a-Velha,ALB
3073,"[119217374, 1347998382, 1347998383, 1350349234, 1350349235]",40.680907623809524,-8.471843238095236,Albergaria-a-Velha,ALB
3074,[119217376],40.74580707777778,-8.487235918518518,Albergaria-a-Velha,ALB
3075,[119401710],39.5614723,-7.9966805149999995,Mação,MAC
3076,"[119401874, 1029847362, 1029847363]",39.638319055,-7.844640975,Proença-a-Nova,PNV
3077,[119484095],39.831279514285725,-7.486758666666667,Castelo Branco,CTB
3078,[119484122],39.833392950000004,-7.489026307692308,Castelo Branco,CTB
3079,"[119484149, 1165231842, 1165231843, 1165231844, 1165231845, 1165231846, 1165231847, 1165231848, 1165231849, 1165231850, 1165231851]",39.82539447741936,-7.484578812903225,Castelo Branco,CTB
3080,[119556189],40.98376187916667,-8.5808719375,Santa Maria da Feira,VFR
3081,[119559235],40.99767468181818,-8.560890845454544,Santa Maria da Feira,VFR
3082,"[119565654, 1545846980, 1545846981, 1545846982]",40.9935527173913,-8.572201739130435,Santa Maria da Feira,VFR
3083,[119663152],41.077274338095236,-8.294750176190476,Castelo de Paiva,CPV
3084,[119667243],41.089331615,-8.291268480000001,Penafiel,PNF
3085,[119677219],41.07553112272727,-8.291318904545456,Castelo de Paiva,CPV
3086,[119679425],41.08043872727273,-8.298247840909092,Penafiel,PNF
3087,[119695004],40.981000637499996,-8.550736079166667,Santa Maria da Feira,VFR
3088,"[119695005, 1545846976, 1545846977, 1545846978, 1545846979]",40.97618933809523,-8.573024338095237,Santa Maria da Feira,VFR
3089,[119695007],40.983431915,-8.563205700000001,Santa Maria da Feira,VFR
3090,"[119695019, 1545846975, 1546503071, 1546503072]",40.980102499999994,-8.57609282857143,Santa Maria da Feira,VFR
3091,[119695048],40.979983985000004,-8.57258087,Santa Maria da Feira,VFR
3092,[119718549],41.10830397619048,-8.265198376190474,Penafiel,PNF
3093,[119793322],39.9259109125,-7.24473635,Idanha-a-Nova,IDN
3094,[119800812],39.9081308375,-7.1769132312499995,Idanha-a-Nova,IDN
3095,[119856798],40.20638708235293,-8.417295041176471,Coimbra,CBR
3096,"[119869690, 1338867637, 1338867638]",40.65344438695653,-7.905963713043478,Viseu,VIS
3097,"[119869692, 1338867639, 1338867640]",40.654508814285705,-7.906024900000001,Viseu,VIS
3098,[119869702],40.028293347368425,-8.454905005263159,Penela,PNL
3099,"[119948346, 799000524, 799000525, 799000526]",39.56054113181818,-8.831147431818183,Porto de Mós,PMS
3100,[119959584],39.44405918500001,-8.722538465000001,Santarém,STR
3101,[119959585],39.44309105000001,-8.741091099999998,Santarém,STR
3102,"[119965813, 982883118, 982883119, 982883120]",39.54425445384615,-8.973486146153844,Alcobaça,ACB
3103,"[119965814, 1070323184, 1070323185, 1070323198]",39.55024179047619,-8.973113109523808,Alcobaça,ACB
3104,"[119965817, 1070323187, 1070323188, 1070323196]",39.55852064782608,-8.98088106956522,Alcobaça,ACB
3105,"[119965819, 980225950, 980225951, 980225952]",39.55537231739131,-8.975427817391303,Alcobaça,ACB
3106,"[119965822, 980225946, 980225947, 980225948]",39.55790153181818,-8.976660059090909,Alcobaça,ACB
3107,"[119965825, 1070323186]",39.548974256,-8.976539107999999,Alcobaça,ACB
3108,"[119965828, 981869858, 981869859, 981869860, 1070323183, 1070323199]",39.54881456956521,-8.96801883478261,Alcobaça,ACB
3109,[119965831],39.5464618625,-8.9695254625,Alcobaça,ACB
3110,[120314468],39.252359918181824,-8.009530631818182,Ponte de Sor,PSR
3111,[120431185],40.536213423076916,-7.27945576923077,Guarda,GRD
3112,[120445466],41.562594312499996,-8.22089989375,Póvoa de Lanhoso,PVL
3113,[120474958],39.762710600000005,-8.461842773333334,Ourém,ORM
3114,[120553114],40.98819006000001,-8.53969779,Santa Maria da Feira,VFR
3115,[120596685],40.238206115789474,-8.438113373684212,Coimbra,CBR
3116,[120597376],40.346672680000005,-7.348653926666667,Belmonte,BMT
3117,[120709662],40.23433227647059,-8.440728976470588,Coimbra,CBR
3118,"[120806347, 1329839165, 1329839166, 1329839167]",40.18574556666666,-8.407110485714284,Coimbra,CBR
3119,[120864959],40.529985485000005,-7.252317679999999,Guarda,GRD
3120,[120921444],40.11743792272727,-8.5289892,Condeixa-a-Nova,CDN
3121,[120976405],40.177275914285715,-8.680560800000002,Montemor-o-Velho,MMV
3122,[120981234],40.155363948,-8.64472534,Soure,SRE
3123,[121000935],40.19394340952382,-8.50608593809524,Coimbra,CBR
3124,[121003449],40.19114887222222,-8.509023438888889,Coimbra,CBR
3125,[121006132],40.2022380909091,-8.486214099999998,Coimbra,CBR
3126,[121015173],40.140471152173916,-8.468150091304349,Coimbra,CBR
3127,"[121015212, 1133290907, 1133290908]",40.134192195,-8.474032065,Coimbra,CBR
3128,[121016153],40.120342072727276,-8.499344754545454,Condeixa-a-Nova,CDN
3129,[121016156],40.13027980952381,-8.479250847619047,Coimbra,CBR
3130,"[121115962, 205706821, 205706852, 205706857]",33.0622924173913,-16.332076421739135,Porto Santo,PST
3131,[121162289],40.527594423809525,-7.25085372857143,Guarda,GRD
3132,[121166022],40.18073451428572,-8.392105547619048,Coimbra,CBR
3133,"[121169542, 1111186751, 1111186752, 1111186753, 1498186133]",41.33721134500001,-8.54679012,Trofa,TRF
3134,[121175409],41.376100426315794,-8.311531510526317,Vizela,VIZ
3135,"[121176470, 1498618579, 1498618580, 1498618588, 1498992466]",41.40286091428572,-8.510281633333332,Vila Nova de Famalicão,VNF
3136,[121185012],41.05275312222223,-7.5684264444444445,Tabuaço,TBC
3137,[121226246],40.93079031904762,-8.554861952380952,Santa Maria da Feira,VFR
3138,[121258356],41.182032624242424,-8.157028015151514,Marco de Canaveses,MCN
3139,"[121294192, 1120967737, 1120967738, 1120967758]",40.94196968,-8.531403705,Santa Maria da Feira,VFR
3140,[121296083],40.188221171428566,-8.665689866666666,Montemor-o-Velho,MMV
3141,[121296086],40.183821816666665,-8.672038933333333,Montemor-o-Velho,MMV
3142,[121301926],40.986187525,-7.6255681375,Moimenta da Beira,MBR
3143,[121301937],40.98639947058823,-7.619569611764706,Moimenta da Beira,MBR
3144,[121303690],41.096947330000006,-7.675422674999998,Armamar,AMM
3145,[121323610],41.17268928947368,-8.16343734736842,Marco de Canaveses,MCN
3146,[121373462],40.95783726842105,-8.5736095,Santa Maria da Feira,VFR
3147,"[121392081, 1456556747, 1456556748, 1456556805, 1456556806, 1530206331, 1530206333]",40.572892466666666,-7.885644341666666,Nelas,NLS
3148,[121392085],40.542268195000005,-7.857010099999999,Nelas,NLS
3149,"[121392101, 658711624, 658711628, 658711629, 658711630]",40.54449774545455,-7.979956127272728,Tondela,TND
3150,"[121392103, 1461482826, 1461482827, 1461482830, 1461482831]",40.52853452000001,-7.992188540000003,Tondela,TND
3151,"[121392106, 1456565637, 1456565638, 1528520052]",40.54114565416666,-7.89667675,Nelas,NLS
3152,"[121413593, 1327232925, 1327232926, 1327232927, 1327232928, 1327232929]",40.197330380000004,-8.46183948,Coimbra,CBR
3153,[121423374],40.191177690909086,-8.457139504545456,Coimbra,CBR
3154,"[121460479, 1456275571]",40.60160918125,-7.83537381875,Mangualde,MGL
3155,"[121460480, 1481441618, 1481441628, 1481441629]",40.53920276363636,-7.817242331818181,Nelas,NLS
3156,[121470775],40.640716180000005,-7.863535400000002,Viseu,VIS
3157,[121520460],40.743809925,-7.733992414999999,Sátão,SAT
3158,"[121520464, 1455023537, 1455023538, 1455023547, 1455109886, 1455109895]",40.746087947368416,-7.73225442105263,Sátão,SAT
3159,"[121520476, 1476170583]",40.73750607,-7.726551594999999,Sátão,SAT
3160,"[121520477, 1455109888, 1455109889]",40.74204563333333,-7.72985591111111,Sátão,SAT
3161,[121520479],40.7510677,-7.73159609090909,Sátão,SAT
3162,"[121533858, 1307139126, 1307139127, 1307139128, 1322314891, 1322314892, 1487168011, 1487168012, 1487168013]",41.25749095416666,-8.442803820833333,Paços de Ferreira,PFR
3163,[121543175],40.569238690000006,-7.2212304199999995,Guarda,GRD
3164,[121550056],39.833574256,-7.496223024,Castelo Branco,CTB
3165,[121565830],41.17114205789474,-8.152805310526315,Marco de Canaveses,MCN
3166,[121668099],38.57088195263158,-7.884134015789473,Évora,EVR
3167,[121669776],33.06710230434783,-16.365274052173913,Porto Santo,PST
3168,[121674048],40.6821124826087,-8.534555895652172,Albergaria-a-Velha,ALB
3169,[121674051],40.68398666,-8.544326660000001,Albergaria-a-Velha,ALB
3170,"[121688585, 549827557, 549827558, 549835979, 800066674]",38.58254733529412,-7.908693176470589,Évora,EVR
3171,[121705608],40.68678018571429,-8.557241914285715,Albergaria-a-Velha,ALB
3172,[121764660],37.011921421052634,-8.940172515789472,Vila do Bispo,VBP
3173,[121764665],37.008684284999994,-8.931265135,Vila do Bispo,VBP
3174,"[121770424, 1463413250, 1463413251, 1463413252]",37.107146821739136,-8.681176752173911,Lagos,LGS
3175,[121783039],41.08828811,-8.247396214999998,Marco de Canaveses,MCN
3176,[121783040],41.08958577222222,-8.246889138888887,Marco de Canaveses,MCN
3177,[121783296],41.08138219473684,-8.255454052631578,Marco de Canaveses,MCN
3178,"[121847773, 1515438497]",39.45156152727273,-8.518415468181816,Torres Novas,TNV
3179,[121847924],39.44669961428571,-8.506957666666668,Torres Novas,TNV
3180,[121848049],39.442262791304344,-8.490444460869565,Torres Novas,TNV
3181,[121848491],39.429855005,-8.504513120000002,Torres Novas,TNV
3182,[121854168],39.41097069130435,-8.48885248695652,Golegã,GLG
3183,[121855128],39.40696001,-8.485783295000001,Golegã,GLG
3184,[121908890],41.81837218,-6.769792704999999,Bragança,BGC
3185,"[121916469, 1499043131, 1499043132, 1499043153]",41.36468930476191,-8.599180395238095,Vila Nova de Famalicão,VNF
3186,[121917976],40.036009533333335,-8.540301085714285,Soure,SRE
3187,"[121921777, 1498186123, 1498227726]",41.351906195,-8.52946341,Vila Nova de Famalicão,VNF
3188,"[121921784, 1498254399, 1498270122, 1498270123, 1498757342, 1498757355]",41.40383959545455,-8.526271336363637,Vila Nova de Famalicão,VNF
3189,[121949405],40.1062164,-8.248917388235295,Lousã,LSA
3190,[122005530],40.37955134347827,-8.629788291304346,Cantanhede,CNT
3191,"[122006309, 979671475, 979671476, 979671477, 1070022051, 1070241939]",39.58209936666667,-9.01171178888889,Nazaré,NZR
3192,[122006354],40.383217928571426,-8.63546835238095,Cantanhede,CNT
3193,[122006356],40.40770603333333,-8.687253657142858,Cantanhede,CNT
3194,[122006359],40.41265216666667,-8.697258608333334,Mira,MIR
3195,[122006364],40.38255079130435,-8.635888526086955,Cantanhede,CNT
3196,[122007340],40.39566365,-8.662660325000001,Cantanhede,CNT
3197,[122007894],40.39315175416667,-8.657440004166666,Cantanhede,CNT
3198,"[122018820, 1466721903, 1481097575, 1481097576]",40.26984128695652,-8.511938152173911,Cantanhede,CNT
3199,[122024433],40.21803455,-8.565005734999998,Coimbra,CBR
3200,[122025131],40.198975491304346,-8.645238099999998,Montemor-o-Velho,MMV
3201,[122030759],40.19302660434783,-8.66052931304348,Montemor-o-Velho,MMV
3202,[122048362],41.08472151176471,-8.255911270588236,Marco de Canaveses,MCN
3203,[122049454],41.083108578947375,-8.256652531578947,Marco de Canaveses,MCN
3204,[122066007],41.37752777826086,-8.305738391304347,Vizela,VIZ
3205,[122104226],41.400198318181815,-8.32278399090909,Guimarães,GMR
3206,[122141067],40.303906072727266,-8.340119268181818,Penacova,PCV
3207,[122141327],40.273908765,-8.286336819999999,Penacova,PCV
3208,"[122186610, 1528171490]",39.09174409166667,-9.266406804166666,Torres Vedras,TVD
3209,[122191416],39.918989472,-8.440452064,Ansião,ANS
3210,"[122202154, 1498280979]",41.416832771428574,-8.518921057142858,Vila Nova de Famalicão,VNF
3211,"[122204955, 1314351953, 1316503267, 1326193665]",38.78881078333333,-9.322309599999999,Sintra,SNT
3212,[122315605],41.38707827272728,-8.287895,Vizela,VIZ
3213,[122351775],41.08571371111111,-8.252968922222221,Marco de Canaveses,MCN
3214,[122395247],40.54471152857142,-7.263735995238095,Guarda,GRD
3215,"[122456552, 1058724311, 1332093627, 1332093628]",38.940431373684206,-9.2510715,Mafra,MFR
3216,[122599802],41.40293083636363,-8.310550136363634,Vizela,VIZ
3217,[122682781],41.38832724,-8.322514350000002,Vizela,VIZ
3218,[122685198],40.241985976470595,-8.442282052941176,Coimbra,CBR
3219,[122690309],40.289944955882355,-8.427565900000001,Coimbra,CBR
3220,[122694666],40.340012349999995,-8.443849259999999,Mealhada,MLD
3221,"[122730373, 1383566772, 1383566773, 1383571235]",41.10835826,-7.8063369599999985,Lamego,LMG
3222,"[122730941, 1383566766, 1384351592, 1384351593]",41.11122144,-7.80379779,Lamego,LMG
3223,"[122731102, 1383566767, 1383566768, 1383571238, 1383571239, 1384351590, 1384351591]",41.11173203333334,-7.80498017142857,Lamego,LMG
3224,"[122782415, 1345106696, 1345106697, 1345106698]",40.59954315625,-8.44612334375,Águeda,AGD
3225,[122869307],39.721010776190475,-8.548404885714286,Ourém,ORM
3226,[122917759],41.210375758333335,-8.322296783333334,Paredes,PRD
3227,[122959144],40.966642300000004,-8.536392328571427,Santa Maria da Feira,VFR
3228,[122977450],40.96670566666666,-8.514134874999998,Santa Maria da Feira,VFR
3229,[123143599],40.17134532105263,-8.36903295263158,Coimbra,CBR
3230,[123160770],41.829289977777776,-7.3061247,Chaves,CHV
3231,"[123161512, 1003472360]",41.168452485,-8.299881185,Penafiel,PNF
3232,[123205402],41.24654453043478,-8.205423530434784,Amarante,AMT
3233,[123205403],41.23666740833334,-8.201287125,Penafiel,PNF
3234,[123205404],41.241804556,-8.200255128,Amarante,AMT
3235,[123232971],41.217249755,-8.15672018,Marco de Canaveses,MCN
3236,[123232973],41.215087090909094,-8.160530995454547,Marco de Canaveses,MCN
3237,"[123232975, 1503477372, 1503477373]",41.2106373882353,-8.167685288235294,Marco de Canaveses,MCN
3238,[123319486],40.55242353999999,-7.245173515,Guarda,GRD
3239,"[123372935, 1312906319]",41.204111225000005,-8.38310123,Paredes,PRD
3240,[123592239],41.17868039411765,-7.037762600000001,Torre de Moncorvo,TMC
3241,"[123592244, 564399886, 564399887, 564401435, 564401437, 564401858]",41.1747832516129,-7.05208534516129,Torre de Moncorvo,TMC
3242,[123957895],40.93147937894736,-8.524130121052632,Santa Maria da Feira,VFR
3243,[124052067],40.54068964210527,-7.260247415789473,Guarda,GRD
3244,[124123667],41.74396018260871,-8.864932986956521,Viana do Castelo,VCT
3245,[124124986],41.344493099999994,-7.180574895238095,Vila Flor,VFL
3246,[124231592],40.52297552857143,-7.277007057142856,Guarda,GRD
3247,[124273530],41.723749560869564,-8.859543765217392,Viana do Castelo,VCT
3248,[124720453],41.17186773,-8.385148345,Paredes,PRD
3249,[124858472],41.252224436842106,-8.226164347368423,Lousada,LOU
3250,[124991553],38.94209483888889,-9.347816383333331,Mafra,MFR
3251,[124991562],38.9429830631579,-9.348564878947368,Mafra,MFR
3252,[125131248],41.79816381304347,-7.445736913043478,Chaves,CHV
3253,"[125131288, 1072692427, 1424740628]",41.79827874782609,-7.4500098217391315,Chaves,CHV
3254,[125131303],41.78064797058824,-7.442365805882353,Chaves,CHV
3255,"[125131315, 1072692408, 1072692421, 1072692422]",41.783281499999994,-7.447722886956521,Chaves,CHV
3256,"[125131473, 1072659296, 1072681747, 1072681748, 1266323858]",41.76966352608696,-7.467879934782609,Chaves,CHV
3257,[125197230],41.82763698947368,-7.5732636210526305,Chaves,CHV
3258,"[125494437, 1131779934, 1131779935]",39.46647201363637,-8.445450522727272,Vila Nova da Barquinha,VNB
3259,[125499386],40.20250458095238,-8.64865493809524,Montemor-o-Velho,MMV
3260,[125499387],40.20434439047619,-8.648588361904762,Montemor-o-Velho,MMV
3261,[125520353],40.204999142105265,-8.65277075263158,Montemor-o-Velho,MMV
3262,[125553080],41.33300288421053,-8.034105563157894,Celorico de Basto,CBT
3263,[125555923],41.32035526666667,-8.068035238095238,Amarante,AMT
